-0.015060041	-0.080491096	0.006874973	0.033207305	-0.068342835	-0.058891404	-0.0283042	0.057090063	-0.07083483	-0.038407125	0.06939004	0.0299606	-0.040532626	-0.014301935	0.0022790548	0.093763925
0.0858776	0.060519405	0.1661298	0.06890192	0.03285462	-0.19135477	-0.12350426	0.13096218	0.056486994	-0.059864443	0.09813253	0.1654306	-0.025005195	0.10546144	-0.11309959	-0.033058
0.17674142	0.06792914	0.23745401	0.023598174	-0.0329319	-0.2499223	-0.103323534	0.20051476	0.10329259	-0.10333428	0.17116398	0.21334311	-0.09404479	0.19253784	-0.18130964	0.031778935
-0.4559042	-0.36197457	-0.279975	0.35954583	-0.13062693	0.51583135	0.3748136	-0.4946638	-0.20703498	0.4340256	-0.45837843	-0.48250815	-0.25228694	-0.3479564	0.574914	0.33562043
-0.04916349	-0.030913306	0.056751102	0.030231155	-0.044643924	0.04713093	0.050968334	0.017109644	0.0033723693	0.029908305	-0.008229383	-0.07960632	-0.09299533	-0.03581148	0.053550582	0.06720498
0.050046597	0.03903757	0.10271461	-0.041529395	0.0843363	-0.14424598	-0.05701743	0.039614644	0.031216316	-0.06478728	0.07138119	0.118706405	0.046074525	0.077029586	-0.11058675	-0.033548336
-0.43912348	-0.30777285	-0.34828356	0.3296915	-0.2665703	0.45914063	0.39871672	-0.4762947	-0.30063307	0.4252694	-0.4569492	-0.4929395	-0.2826646	-0.34812725	0.46926954	0.31684887
0.058288198	0.0133090215	0.10390897	-0.002789697	-0.038597845	-0.08222247	-0.039347712	0.087390795	0.0082896	-0.023816	0.026079552	0.019406369	0.014413762	0.09036759	-0.0043308306	0.0023388967
-0.37032118	-0.27983853	-0.24608873	0.3275526	-0.1469626	0.42124742	0.29769686	-0.41080552	-0.21806812	0.35976937	-0.34753206	-0.4241871	-0.20069844	-0.30772746	0.41905236	0.22431055
0.059466098	-0.03579737	0.046503667	0.020373184	-0.0839773	-0.08279385	0.005436422	0.0059156725	-0.067790635	0.0010824838	-0.007686989	-0.01239728	0.019401575	0.035847224	-0.0026357719	0.048136305
-0.4169641	-0.36616334	-0.34430605	0.3713826	-0.2492117	0.5488026	0.40232533	-0.44763404	-0.27527222	0.3961045	-0.42400315	-0.52468735	-0.28493768	-0.35435602	0.53098696	0.35992926
0.07716637	-0.027437478	0.10959809	-0.0311701	-0.042887237	-0.13333628	-0.10349298	0.09866822	0.009955876	-0.066705145	0.113374926	0.11769176	-0.04227191	0.06770258	-0.12452748	-0.024764996
-0.2451633	-0.18149145	-0.12150525	0.23109715	-0.12174077	0.2622774	0.2316846	-0.25747123	-0.102487504	0.18454684	-0.28903535	-0.25266176	-0.14674242	-0.20641391	0.32710034	0.1749119
0.33176804	0.21313737	0.31441954	-0.2297221	0.13561495	-0.41657823	-0.24711414	0.41311777	0.19769666	-0.2478328	0.40851614	0.38281947	0.13439842	0.3706665	-0.4527696	-0.15377544
0.002616686	-0.015841462	0.06767826	0.005511926	-0.0073811216	-0.017310861	-0.038089722	0.0512146	0.035740558	0.026713708	0.008737979	0.047939856	-0.042174768	0.044061217	-0.05071972	0.043727253
-0.027194435	-0.088095754	0.033264145	0.08435309	-0.009728664	-0.007432981	0.0059155175	-0.014791177	0.016991474	0.017717874	0.009832419	-0.04253194	-0.050943222	0.023422072	-0.007570099	0.050467853
0.041561235	0.04032601	0.07799147	-0.04234663	0.08624666	-0.114120156	-0.080878705	0.07800187	0.09649001	-0.12663351	0.08264679	0.1032009	0.037872195	0.10293246	-0.054220274	-0.0823129
-0.05092259	0.0018187985	0.034514885	0.015534012	0.060463734	0.048346125	0.02124096	-0.09564722	0.05685865	0.03810881	-0.025025101	-0.0733193	-0.03825846	0.0017103758	0.11651552	0.053563137
0.006071024	-0.030858073	0.007914887	0.08659899	-0.0981941	0.040031	-0.031501073	0.026013352	-0.05324214	0.023134282	0.035036195	0.024081461	-0.055483423	-0.028075926	-0.043365035	0.057446092
-0.29140577	-0.19812322	-0.19395897	0.23103136	-0.12385936	0.32533395	0.29997292	-0.28023207	-0.180549	0.22882305	-0.29393455	-0.33185992	-0.14450502	-0.2252493	0.37434953	0.19316077
-0.1261289	-0.12535016	-0.1435844	0.11471732	-0.029154142	0.043854296	0.045007847	-0.0728149	-0.06354567	0.09498115	-0.08471723	-0.12346024	-0.07450024	-0.12550455	0.118351646	0.021506146
0.06427817	0.049030863	0.037450608	0.0005240233	-0.03907263	-0.037370592	-0.06456798	0.01093884	0.06542076	-0.034834743	0.039624266	0.00176804	-0.010007427	0.045360122	-0.0011291356	0.036575735
0.032629963	0.010251728	0.048789885	-0.01654025	0.0031589316	-0.066532135	0.00048983295	0.04855199	-0.015592095	-0.055950243	0.04274326	0.1258763	0.025966933	0.08063551	-0.11222798	-0.04388472
